dummy ein,status,instrumentDesc,serialNum,calInterval,siteCode,owner,project,manufacturer,iso,calJob,calPlace,calCost,dateReceived,id,ein_new,dateCompleted,jobStatus,calCurrency,incomingShip,outgoingShip
64392,Completed,Fluke115,BXE26PNL8YL,3,RS,Kellie,PP,Microsoft,NO,Internal,In-site,2.29,06/17/2019,173,1164392,,Completed,,,
24453,Approved,Caliper,BCR29CWF8GO,12,HS,Hall,Keysight,Lavasoft,YES,External,Site,9.46,06/17/2019,174,1124453,,Completed,,,
90704,Approved,Data Switch,DYV12JSY9TM,3,RSE,Jillian,PP,Lycos,YES,External,In-site,2.92,06/17/2019,175,1190704,,Completed,,,
30221,Approved,Tenma DMM,SOG60SKX0LL,6,HS,Buckminster,Keysight,Lycos,NO,Internal,Site,6.19,06/17/2019,176,1130221,,Completed,,,
40924,In review,Fluke117,RIX03ZBA8AG,12,RS,Oprah,Dell,Cakewalk,YES,External,In-site,6.95,06/17/2019,177,1140924,,Completed,,,
82547,Approved,Ionizer Fan,PRC01BZD6LK,12,RS,Rahim,Honeywell,Finale,YES,Internal,In-site,0.91,06/18/2019,178,1182547,,Completed,,,
40734,Approved,Fluke115,ZLU79UOR8AQ,6,ISL,Catherine,PP,Finale,YES,Internal,Site,2.04,06/18/2019,179,1140734,,Completed,,,
48496,Completed,Tenma DMM,ENV89UYZ9HL,3,ISL,Imani,PP,Adobe,NO,External,Site,7.35,06/18/2019,180,1148496,,Completed,,,
4917,Approved,Tenma DMM,NYB20MHO3OE,6,SS,Joan,Dell,Apple Systems,NO,External,Site,0.41,06/18/2019,181,114917,,Completed,,,
80510,In review,Fluke115,CGQ47SBN6BR,12,RSE,Myra,PP,Lycos,YES,External,Site,4.53,06/19/2019,182,1180510,,Completed,,,
46615,In review,Fluke117,JQU75VXE5KK,12,SS,Ursula,Dell,Macromedia,NO,Internal,Site,1.17,06/19/2019,183,1146615,,Completed,,,
36848,Approved,DC Power Supply,CPG75CAF4WG,6,HS,Phelan,PP,Macromedia,NO,Internal,In-site,2.65,06/19/2019,184,1136848,,Completed,,,
5699,In review,Caliper,ZUA40ZIT4LP,6,SS,Riley,Keysight,Lycos,NO,External,In-site,3.84,06/20/2019,185,115699,,Completed,,,
7152,Approved,Data Switch,XPR49QTB3ND,12,RSE,Phillip,Keysight,Altavista,NO,Internal,In-site,8.63,06/20/2019,186,117152,,Completed,,,
12217,Approved,Fluke117,YTK55CNC3TG,6,HS,May,Keysight,Microsoft,NO,Internal,Site,2.77,06/20/2019,187,1112217,,Completed,,,
40590,Approved,Ionizer Gun,BYX38ANN4GI,12,HS,Levi,Dell,Adobe,YES,External,Site,3.05,06/20/2019,188,1140590,,Completed,,,
17472,Approved,Tenma DMM,ACO55CXO7PG,3,SS,Ursula,Honeywell,Lycos,YES,Internal,In-site,4.64,06/20/2019,189,1117472,,Completed,,,
43200,Completed,Data Switch,MBV16RCM1DQ,3,SS,Ori,PP,Macromedia,YES,External,In-site,6.04,06/20/2019,190,1143200,,Completed,,,
186,In review,DC Power Supply,AGO72KSZ6SF,3,HS,Jameson,Dell,Altavista,NO,External,In-site,5.36,06/20/2019,191,11186,,Completed,,,
89686,Approved,Caliper,BOC87QZX5PJ,6,RS,Carly,PP,Altavista,NO,External,In-site,4.7,06/21/2019,192,1189686,,Completed,,,
79572,In review,Fluke115,WSG80KCP1OI,6,RSE,Brittany,Honeywell,Adobe,YES,Internal,In-site,1.46,06/21/2019,193,1179572,,Completed,,,
57492,Approved,Ionizer Gun,NZC68ESH5KJ,3,HS,Lucas,PP,Lavasoft,NO,External,Site,2.9,06/21/2019,194,1157492,,Completed,,,
58301,Approved,Caliper,NRJ66YMR2LO,3,RS,Hedwig,PP,Altavista,YES,External,In-site,5.07,06/22/2019,195,1158301,,Completed,,,
4044,Completed,Fluke115,IDA69OJE0YY,3,HS,Amber,PP,Yahoo,NO,Internal,Site,7.36,06/22/2019,196,114044,,Completed,,,
22312,In review,Data Switch,ECE27PIV1PT,12,RSE,Nora,Keysight,Adobe,YES,External,In-site,9.72,06/22/2019,197,1122312,,Completed,,,
72118,Approved,Fluke117,RDC24QKE5QK,12,RSE,Daniel,Honeywell,Cakewalk,YES,External,In-site,2.26,06/23/2019,198,1172118,,Completed,,,
88319,Completed,Tenma DMM,LUL98ZMN3QT,12,RS,Gretchen,Dell,Chami,YES,Internal,Site,7.24,06/23/2019,199,1188319,,Completed,,,
61269,In review,Fluke115,LKA16JRW1OT,3,RS,Amethyst,PP,Lycos,NO,External,Site,1.68,06/23/2019,200,1161269,,Completed,,,
95569,In review,Ionizer Gun,UJV42SNU3YP,3,RSE,Lewis,Honeywell,Cakewalk,YES,Internal,In-site,5.08,06/23/2019,201,1195569,,Completed,,,
27481,Completed,Caliper,ZTN92GAS8LZ,12,ISL,Stephanie,Keysight,Macromedia,NO,External,Site,2.2,06/23/2019,202,1127481,,Completed,,,
54999,Completed,Caliper,KZM27UFC6AS,3,HS,Ivan,PP,Finale,YES,External,In-site,1.18,06/23/2019,203,1154999,,Completed,,,
50596,Completed,Ionizer Gun,IJV56APC8OW,12,ISL,Sawyer,Keysight,Lycos,YES,External,Site,8.9,06/24/2019,204,1150596,,Completed,,,
83635,Completed,DC Power Supply,JOW22LDL8TV,3,SS,Yoshio,Dell,Yahoo,NO,Internal,In-site,6.76,06/25/2019,205,1183635,,Completed,,,
28862,Approved,Tenma DMM,WOA80WIY5KW,3,RS,Leroy,Keysight,Sibelius,NO,Internal,Site,9.53,06/25/2019,206,1128862,,Completed,,,
84715,In review,DC Power Supply,DXP18SAU6BZ,3,RSE,Megan,PP,Apple Systems,NO,Internal,In-site,8.5,06/25/2019,207,1184715,,Completed,,,
22916,Approved,DC Power Supply,AHT11OUD5LD,12,ISL,Keefe,PP,Macromedia,YES,Internal,In-site,7.96,06/26/2019,208,1122916,,Completed,,,
98485,Completed,Data Switch,XZV21EVQ2AF,12,ISL,Ethan,Honeywell,Macromedia,YES,Internal,Site,3.44,06/26/2019,209,1198485,,Completed,,,
80090,Approved,Fluke115,MCS62FKC3NG,12,HS,Xyla,Dell,Google,YES,External,In-site,9.66,06/26/2019,210,1180090,,Completed,,,
31747,Approved,DC Power Supply,BRU60WVQ3II,6,RS,Orson,PP,Microsoft,NO,Internal,In-site,6.96,06/26/2019,211,1131747,,Completed,,,
78911,Completed,Datapaq Q18,AVG12NRC5MM,6,SS,Fay,Keysight,Chami,NO,External,In-site,5.74,06/27/2019,212,1178911,,Completed,,,
25408,Approved,Datapaq Q18,DBP94KEI0LY,6,ISL,May,Keysight,Altavista,NO,Internal,Site,0.3,06/27/2019,213,1125408,,Completed,,,
45753,Approved,Fluke115,RDX14PWX4QM,3,SS,Jesse,Dell,Finale,NO,Internal,In-site,6.45,06/27/2019,214,1145753,,Completed,,,
26990,Approved,Fluke117,AEI86FIB8XE,12,ISL,Maggy,Keysight,Macromedia,NO,External,Site,1.25,06/27/2019,215,1126990,,Completed,,,
3129,Approved,Ionizer Fan,PZV84IBM7WT,6,SS,Yuli,Honeywell,Macromedia,YES,Internal,In-site,1.68,06/27/2019,216,113129,,Completed,,,
33494,Approved,Data Switch,INY82QWH4TP,12,RSE,Kasimir,Dell,Lavasoft,NO,Internal,Site,9.58,06/27/2019,217,1133494,,Completed,,,
85824,Completed,Fluke117,PWG45UET5MM,6,SS,Yoshi,Honeywell,Microsoft,NO,External,Site,3.53,06/28/2019,218,1185824,,Completed,,,
82279,Completed,DC Power Supply,KMJ52LCF5FP,6,RS,Carl,PP,Google,YES,External,Site,1.78,06/28/2019,219,1182279,,Completed,,,
28376,Completed,Fluke117,XHX69WVC6GE,6,ISL,Alvin,PP,Borland,YES,External,Site,6.71,06/28/2019,220,1128376,,Completed,,,
41119,Approved,Data Switch,NDB49QAF0NI,3,ISL,Raven,Keysight,Finale,NO,External,Site,5.35,06/29/2019,221,1141119,,Completed,,,
67820,In review,Data Switch,UGQ96ZMU6RI,3,RSE,Chester,Dell,Borland,YES,Internal,Site,3.24,06/29/2019,222,1167820,,Completed,,,
93384,In review,Fluke115,AWV21XRW7RG,6,ISL,Kibo,PP,Borland,YES,External,In-site,7.45,06/29/2019,223,1193384,,Completed,,,
37387,Completed,Ionizer Fan,KPG06QOE4RH,12,HS,Jaime,PP,Adobe,NO,External,Site,1.53,06/29/2019,224,1137387,,Completed,,,
66619,In review,Datapaq Q18,RML25UQG0OZ,12,ISL,Martena,Honeywell,Cakewalk,NO,Internal,In-site,4.51,06/30/2019,225,1166619,,Completed,,,
1561,In review,Fluke117,ZFJ83QZQ4ME,3,RS,Colorado,PP,Sibelius,NO,External,In-site,0.47,06/30/2019,226,111561,,Completed,,,
95528,In review,Caliper,ZLZ54RRG8GO,3,RS,Gloria,Dell,Sibelius,YES,Internal,Site,0.52,06/30/2019,227,1195528,,Completed,,,
8907,Completed,Fluke117,KCZ22BRY0UK,3,HS,Marshall,Honeywell,Yahoo,NO,Internal,In-site,6.89,06/30/2019,228,118907,,Completed,,,
65030,Completed,Datapaq Q18,ATV11UVH3IN,12,HS,Noble,PP,Chami,YES,External,Site,6.86,06/30/2019,229,1165030,,Completed,,,
73941,Approved,Fluke117,SKL77KKR5VY,3,ISL,Tiger,Keysight,Microsoft,YES,Internal,Site,6.02,07/01/2019,230,1173941,,Completed,,,
61172,Completed,Caliper,WDD43OHC8LW,6,SS,Cody,PP,Sibelius,YES,Internal,In-site,5.4,07/01/2019,231,1161172,,Completed,,,
43337,Completed,DC Power Supply,HPQ67IRS7MT,12,SS,Carly,PP,Cakewalk,YES,Internal,In-site,9.25,07/01/2019,232,1143337,,Completed,,,
6291,Completed,Datapaq Q18,VAH76OLI1RP,3,RS,Noelle,Honeywell,Altavista,NO,External,In-site,0.46,07/02/2019,233,116291,,Completed,,,
61557,In review,Ionizer Fan,STE27FPV7CI,3,RSE,Keaton,Dell,Microsoft,NO,External,Site,8.37,07/02/2019,234,1161557,,Completed,,,
5769,In review,Tenma DMM,DXR67GOM9YE,6,SS,Summer,PP,Yahoo,NO,External,In-site,2.58,07/02/2019,235,115769,,Completed,,,
11264,Completed,Datapaq Q18,ZUP93LFB0MD,12,RS,Kay,Honeywell,Macromedia,YES,External,In-site,6.74,07/02/2019,236,1111264,,Completed,,,
97830,In review,Ionizer Gun,IJD04ROC7CG,12,SS,Hamilton,PP,Borland,YES,Internal,In-site,9.09,07/02/2019,237,1197830,,Completed,,,
49889,In review,DC Power Supply,TUO30YLL1AR,6,ISL,Charissa,Honeywell,Google,NO,Internal,In-site,8.03,07/02/2019,238,1149889,,Completed,,,
93402,In review,Data Switch,DXT93FDY3XT,12,ISL,Fay,PP,Borland,NO,Internal,In-site,4.95,07/02/2019,239,1193402,,Completed,,,
18710,Approved,Ionizer Gun,IID36FYP8AL,6,RSE,Jameson,Dell,Apple Systems,NO,External,In-site,2.69,07/02/2019,240,1118710,,Completed,,,
79311,Approved,Datapaq Q18,TXJ07UTS7IL,12,SS,Gwendolyn,Keysight,Finale,YES,Internal,Site,8.51,07/03/2019,241,1179311,,Completed,,,
22949,Completed,Data Switch,AUJ56VPS5PS,3,ISL,Ray,Keysight,Finale,YES,Internal,In-site,7.62,07/03/2019,242,1122949,,Completed,,,
74573,Completed,Fluke115,TTK22KPP1PN,6,RS,Lyle,Honeywell,Apple Systems,YES,Internal,In-site,5.06,07/03/2019,243,1174573,,Completed,,,
43188,Completed,Fluke115,MOY72IRG5SC,3,RS,Aurora,Dell,Lycos,NO,Internal,In-site,8.09,07/03/2019,244,1143188,,Completed,,,
83240,Approved,Tenma DMM,VSP51KFA1AV,6,SS,Kermit,Honeywell,Apple Systems,NO,External,In-site,9.77,07/04/2019,245,1183240,,Completed,,,
38554,Approved,Datapaq Q18,KDR86VPT7IR,3,RSE,Kiayada,PP,Lycos,NO,Internal,Site,4.56,07/04/2019,246,1138554,,Completed,,,
32135,Approved,DC Power Supply,QEL67QRG5WW,12,ISL,Bree,Keysight,Macromedia,YES,External,Site,5.89,07/04/2019,247,1132135,,Completed,,,
61138,In review,Data Switch,KSE75DAY3JV,6,HS,Wang,Honeywell,Microsoft,NO,Internal,Site,8.9,07/04/2019,248,1161138,,Completed,,,
35108,Approved,DC Power Supply,SMI81DYS6JY,3,ISL,Nicole,PP,Apple Systems,YES,Internal,In-site,4.04,07/05/2019,249,1135108,,Completed,,,
68856,Completed,DC Power Supply,NWW08EWM2HR,12,ISL,Avye,Honeywell,Google,YES,Internal,Site,7.72,07/05/2019,250,1168856,,Completed,,,
2737,Completed,Fluke117,EZT80XQU9TS,6,RSE,Rafael,Honeywell,Finale,NO,External,In-site,5.38,07/05/2019,251,112737,,Completed,,,
86905,Completed,Ionizer Gun,HEQ65XSA4WR,3,ISL,Clio,PP,Apple Systems,NO,External,In-site,1.42,07/05/2019,252,1186905,,Completed,,,
15003,Approved,Tenma DMM,KLZ49WBG8ZU,12,SS,Gail,Keysight,Adobe,YES,External,In-site,1.49,07/05/2019,253,1115003,,Completed,,,
70782,Completed,Caliper,XQN97YAL6KD,12,HS,Walker,PP,Lycos,NO,External,In-site,3.45,07/05/2019,254,1170782,,Completed,,,
32070,In review,Caliper,ULY83LYL1WD,12,SS,Keiko,PP,Sibelius,NO,Internal,In-site,5.77,07/05/2019,255,1132070,,Completed,,,
1261,Completed,Fluke115,LJC50UXC7YA,12,SS,Imelda,Keysight,Apple Systems,YES,Internal,In-site,3.95,07/05/2019,256,111261,,Completed,,,
39441,Completed,Ionizer Gun,OUW38YIH1YX,6,RS,Bert,Dell,Chami,NO,External,Site,0.63,07/06/2019,257,1139441,,Completed,,,
32137,Completed,Ionizer Gun,IXA65TWX6ZJ,6,RS,Yen,PP,Finale,NO,External,In-site,5.28,07/06/2019,258,1132137,,Completed,,,
62175,In review,Fluke117,BNN19CJZ8VO,12,RSE,Ginger,PP,Borland,YES,Internal,Site,3.64,07/06/2019,259,1162175,,Completed,,,
45760,Approved,Fluke117,SMK44UCI1CV,12,SS,Bernard,Dell,Macromedia,NO,External,In-site,6.96,07/06/2019,260,1145760,,Completed,,,
9006,Approved,Data Switch,IZX25QIS9SN,6,RS,Brynn,Dell,Finale,YES,External,Site,3.46,07/06/2019,261,119006,,Completed,,,
78697,In review,Tenma DMM,ZIV70OEV5VZ,12,RS,Juliet,Honeywell,Altavista,NO,Internal,Site,2.45,07/06/2019,262,1178697,,Completed,,,
75159,In review,Caliper,SSW58KZD0KO,6,RS,Irene,Honeywell,Apple Systems,NO,Internal,In-site,4.93,07/06/2019,263,1175159,,Completed,,,
55003,Completed,Caliper,YDW76PSR8SD,6,RS,Tatyana,Dell,Microsoft,NO,External,In-site,3.74,07/06/2019,264,1155003,,Completed,,,
8999,Completed,Ionizer Fan,YRY43ORP4LQ,12,SS,Otto,Dell,Google,YES,Internal,In-site,8.96,07/06/2019,265,118999,,Completed,,,
46763,In review,Ionizer Gun,KRB01ZFN9II,12,ISL,Caldwell,Honeywell,Google,YES,External,In-site,0.42,07/07/2019,266,1146763,,Completed,,,
44974,In review,Caliper,MZX72MPR7IO,12,RSE,Winifred,Dell,Google,YES,Internal,Site,3.55,07/07/2019,267,1144974,,Completed,,,
1494,Approved,DC Power Supply,BHE45QHW5PL,12,RS,Allistair,Keysight,Macromedia,YES,External,Site,1.1,07/07/2019,268,111494,,Completed,,,
22266,In review,Tenma DMM,NXS31SZR5NW,12,SS,Howard,Keysight,Apple Systems,YES,External,Site,3.61,07/07/2019,269,1122266,,Completed,,,
92964,In review,Fluke115,BIN09NOL5FO,6,HS,Hedy,PP,Yahoo,NO,External,In-site,0.66,07/07/2019,270,1192964,,Completed,,,
64488,Completed,Data Switch,WTD13SPN5QE,12,HS,Tatyana,Honeywell,Chami,NO,External,In-site,1.95,07/07/2019,271,1164488,,Completed,,,
15826,Approved,Fluke117,VYV29BUX7MC,12,SS,May,Dell,Google,NO,Internal,In-site,0.61,07/07/2019,272,1115826,,Completed,,,
35176,Approved,Ionizer Gun,LGB71ZLY8UX,3,ISL,Kaden,PP,Google,YES,External,Site,4.08,07/08/2019,273,1135176,,Completed,,,
30833,Completed,Data Switch,YFR69EOY5FN,6,HS,Emerson,Keysight,Borland,NO,Internal,In-site,1.03,07/08/2019,274,1130833,,Completed,,,
85815,In review,Caliper,MWR89NSF5UH,3,RSE,Dorothy,Honeywell,Chami,YES,Internal,In-site,7.36,07/08/2019,275,1185815,,Completed,,,
1505,Completed,Fluke117,UNN11FLT4MY,3,ISL,Jerry,Honeywell,Cakewalk,NO,External,Site,6.42,07/08/2019,276,111505,,Completed,,,
87202,Completed,Caliper,IYP61LWF0JD,6,SS,Mufutau,Honeywell,Lycos,NO,External,In-site,1.83,07/08/2019,277,1187202,,Completed,,,
75121,In review,Ionizer Gun,DAV34VUN8KJ,12,SS,Ulric,Honeywell,Lycos,NO,Internal,Site,4.2,07/08/2019,278,1175121,,Completed,,,
71777,Completed,Fluke117,XGA45GEW5HC,6,HS,Simon,Keysight,Yahoo,NO,Internal,In-site,6.26,07/08/2019,279,1171777,,Completed,,,
42236,Completed,Ionizer Gun,PSS24GLR2PZ,3,RSE,Yuri,PP,Lycos,YES,Internal,Site,5.58,07/08/2019,280,1142236,,Completed,,,
42703,Approved,Fluke115,AVU44GGN5WC,12,SS,Christian,Honeywell,Microsoft,YES,Internal,In-site,6.6,07/09/2019,281,1142703,,Completed,,,
85585,Completed,Caliper,NIY99HDK5FD,12,SS,Abraham,Dell,Chami,NO,Internal,Site,5.09,07/09/2019,282,1185585,,Completed,,,
3640,Approved,Data Switch,THA81EWE3RD,3,ISL,Thomas,Dell,Microsoft,NO,Internal,Site,1.13,07/09/2019,283,113640,,Completed,,,
7538,In review,Ionizer Fan,JYQ58KBW6KN,6,HS,Jonah,PP,Lavasoft,NO,External,In-site,9.91,07/10/2019,284,117538,,Completed,,,
8377,In review,Datapaq Q18,BMU14RUF7PE,3,SS,Pandora,PP,Apple Systems,YES,Internal,In-site,1.04,07/10/2019,285,118377,,Completed,,,
63079,Completed,Caliper,KDH67HLW4PT,6,ISL,Linda,Honeywell,Apple Systems,YES,External,Site,3.67,07/10/2019,286,1163079,,Completed,,,
60486,Approved,Datapaq Q18,UGZ60TDT5OZ,12,RS,Oscar,Dell,Microsoft,YES,Internal,In-site,2.11,07/11/2019,287,1160486,,Completed,,,
90395,In review,Ionizer Fan,BNL52FHE8KQ,6,SS,Breanna,Dell,Chami,NO,Internal,In-site,3.63,07/11/2019,288,1190395,,Completed,,,
4763,In review,Datapaq Q18,GQV22CZL4TG,6,HS,Christian,PP,Altavista,YES,Internal,Site,1.57,07/11/2019,289,114763,,Completed,,,
15829,In review,Fluke115,INY13OJL4CN,6,HS,Alexander,PP,Borland,YES,External,In-site,4.76,07/11/2019,290,1115829,,Completed,,,
60831,Approved,Caliper,DMX70HBR2KR,12,SS,Bruce,Honeywell,Apple Systems,NO,Internal,Site,4.53,07/11/2019,291,1160831,,Completed,,,
20023,Approved,Caliper,MIG78YJR6RB,12,HS,Demetrius,Keysight,Microsoft,YES,External,In-site,3.17,07/11/2019,292,1120023,,Completed,,,
23754,In review,Ionizer Gun,DTW09OOP1GL,12,ISL,Kennedy,Keysight,Borland,NO,External,In-site,4.1,07/12/2019,293,1123754,,Completed,,,
53459,In review,Data Switch,LJE07ZEI7WE,3,RS,Aline,Keysight,Borland,YES,Internal,In-site,0.89,07/12/2019,294,1153459,,Completed,,,
13933,Completed,Fluke117,UYH74YTI1ZY,3,ISL,Nicholas,Honeywell,Yahoo,YES,External,In-site,0.94,07/12/2019,295,1113933,,Completed,,,
83509,Approved,Ionizer Fan,WNF70MQI1PH,12,SS,Jillian,Keysight,Lycos,YES,External,In-site,1.25,07/13/2019,296,1183509,,Completed,,,
5243,Approved,Fluke115,UZY48XLG2EI,12,HS,Ulric,Dell,Lavasoft,NO,External,Site,1.96,07/13/2019,297,115243,,Completed,,,
73969,In review,Datapaq Q18,LIT85SZL4DH,12,SS,Frances,Honeywell,Yahoo,NO,External,Site,9.75,07/13/2019,298,1173969,,Completed,,,
34535,In review,Ionizer Gun,UUL21NUJ1YA,3,HS,Kirby,Honeywell,Borland,YES,Internal,Site,3.97,07/13/2019,299,1134535,,Completed,,,
63790,In review,Fluke117,TUZ59RTG4QZ,12,RSE,Martena,Honeywell,Cakewalk,NO,External,Site,7.82,07/14/2019,300,1163790,,Completed,,,
96845,Completed,Caliper,QWS15DNP0SM,3,ISL,Alea,Dell,Altavista,YES,External,In-site,2.05,07/14/2019,301,1196845,,Completed,,,
95551,Approved,Ionizer Fan,VHM10IIX2UU,6,HS,Elvis,Honeywell,Lycos,YES,External,In-site,0.51,07/14/2019,302,1195551,,Completed,,,
37894,Approved,DC Power Supply,IEF89BDY0YW,12,SS,Vivien,Honeywell,Finale,NO,External,Site,1.81,07/14/2019,303,1137894,,Completed,,,
72079,Approved,Fluke115,MHA29ZGR4DY,3,RS,Drake,Dell,Cakewalk,YES,Internal,In-site,3.15,07/14/2019,304,1172079,,Completed,,,
11080,In review,Tenma DMM,WDT78RVX5YK,6,RS,Rhonda,Dell,Apple Systems,YES,Internal,In-site,9.67,07/15/2019,305,1111080,,Completed,,,
13090,Approved,DC Power Supply,AYV81ECS3NO,12,SS,Kelly,Dell,Borland,YES,Internal,Site,7.26,07/15/2019,306,1113090,,Completed,,,
82619,In review,Ionizer Gun,NQY89NFV2EE,12,SS,Jemima,Keysight,Cakewalk,NO,Internal,In-site,3.4,07/15/2019,307,1182619,,Completed,,,
79855,In review,Datapaq Q18,PUK17NGL9RB,12,HS,Camilla,Honeywell,Microsoft,YES,External,Site,2.79,07/15/2019,308,1179855,,Completed,,,
69661,In review,Ionizer Gun,DBG34SXU9PK,6,SS,Gray,Honeywell,Finale,YES,Internal,Site,0.29,07/15/2019,309,1169661,,Completed,,,
56208,In review,Tenma DMM,XYX35ZEE0TG,12,SS,Roth,Honeywell,Sibelius,NO,External,Site,5.85,07/16/2019,310,1156208,,Completed,,,
85509,Completed,DC Power Supply,EDU16QSR8LE,12,RSE,Phillip,Dell,Lycos,YES,External,In-site,2.59,07/16/2019,311,1185509,,Completed,,,
35932,Approved,Fluke117,JLW51VVR6GJ,3,HS,Tanner,Keysight,Microsoft,YES,External,In-site,9.71,07/16/2019,312,1135932,,Completed,,,
37686,Approved,Ionizer Gun,BXY20SFG1IP,12,RS,Jackson,PP,Borland,NO,External,Site,0.74,07/17/2019,313,1137686,,Completed,,,
65235,Completed,DC Power Supply,UHQ78CUM8FJ,12,ISL,Nathaniel,PP,Adobe,NO,External,Site,2.24,07/17/2019,314,1165235,,Completed,,,
65204,Approved,Ionizer Fan,SCN09NWB5TM,3,RSE,Alexandra,Honeywell,Apple Systems,NO,External,Site,5.89,07/17/2019,315,1165204,,Completed,,,
72050,Completed,Ionizer Gun,XHB75TLT1YJ,6,ISL,Graiden,Honeywell,Borland,NO,External,Site,1.27,07/17/2019,316,1172050,,Completed,,,
61486,Completed,Tenma DMM,GTV45UCC8NG,12,HS,Hilel,PP,Finale,YES,Internal,In-site,7.57,07/17/2019,317,1161486,,Completed,,,
40136,Approved,Tenma DMM,MLF19QBM4TA,6,RSE,Zenaida,PP,Yahoo,NO,External,In-site,8.85,07/17/2019,318,1140136,,Completed,,,
68445,Completed,Fluke115,OOV50VZN1VU,3,SS,Zachary,PP,Google,YES,Internal,In-site,9.69,07/17/2019,319,1168445,,Completed,,,
5838,In review,Datapaq Q18,AQS26EEB2UM,3,RSE,Sharon,Keysight,Lycos,NO,External,Site,2.02,07/17/2019,320,115838,,Completed,,,
45662,Approved,Ionizer Gun,FFB77DJS9XL,6,SS,Hall,Keysight,Google,NO,External,In-site,3.87,07/17/2019,321,1145662,,Completed,,,
75221,In review,Fluke115,WEU58QLB7FE,3,RSE,Mechelle,Keysight,Borland,YES,Internal,Site,4.34,07/18/2019,322,1175221,,Completed,,,
64764,Completed,Ionizer Fan,LPW45WVN9MX,3,SS,Doris,Keysight,Sibelius,YES,External,In-site,7.76,07/18/2019,323,1164764,,Completed,,,
13427,Completed,Fluke117,GZW65YVL6MT,12,RSE,Jared,Dell,Chami,NO,External,Site,8.04,07/18/2019,324,1113427,,Completed,,,
73262,Approved,Fluke117,CDL27BEU4MT,12,ISL,Aidan,Honeywell,Lavasoft,NO,External,Site,3.67,07/18/2019,325,1173262,,Completed,,,
43719,In review,DC Power Supply,WRA95GXZ3CP,12,RSE,Meredith,Honeywell,Google,YES,Internal,Site,2.74,07/18/2019,326,1143719,,Completed,,,
34213,Approved,Data Switch,IEL81OCB9DF,12,RS,Molly,PP,Altavista,NO,Internal,Site,6.27,07/18/2019,327,1134213,,Completed,,,
19102,Completed,Ionizer Gun,SKR95XWS0OM,3,RSE,Melinda,Honeywell,Macromedia,YES,External,In-site,9.83,07/18/2019,328,1119102,,Completed,,,
62498,Completed,Fluke115,NTQ28TVJ1CY,12,RSE,Margaret,Honeywell,Sibelius,NO,Internal,In-site,1.05,07/19/2019,329,1162498,,Completed,,,
82473,Completed,Fluke115,AFE16LYZ4YU,6,RS,Dominic,Keysight,Yahoo,NO,External,In-site,0.78,07/19/2019,330,1182473,,Completed,,,
15267,Completed,Fluke115,EFU39OYX9UL,12,RS,Desirae,PP,Sibelius,NO,Internal,In-site,0.23,07/19/2019,331,1115267,,Completed,,,
6987,Completed,Tenma DMM,VSJ58YZF4BY,12,RSE,Charde,Honeywell,Microsoft,YES,External,In-site,9.98,07/19/2019,332,116987,,Completed,,,
76328,In review,Ionizer Gun,EVR21ERG5NW,6,SS,Beverly,Dell,Lavasoft,NO,External,Site,9.85,07/19/2019,333,1176328,,Completed,,,
29833,Approved,Tenma DMM,IMH65IFN4GC,3,SS,Keelie,Honeywell,Macromedia,NO,External,Site,4.69,07/20/2019,334,1129833,,Completed,,,
76975,Completed,Fluke117,BDC76UBJ4OB,3,RSE,Tallulah,Honeywell,Sibelius,YES,External,In-site,6.63,07/20/2019,335,1176975,,Completed,,,
35760,In review,Ionizer Gun,KOW02YBN3OM,6,RS,Alea,PP,Borland,NO,External,In-site,4.7,07/20/2019,336,1135760,,Completed,,,
22764,Completed,Fluke115,RCZ64STK0DG,12,RSE,Stone,Honeywell,Finale,YES,External,In-site,2.96,07/20/2019,337,1122764,,Completed,,,
66572,Completed,Ionizer Fan,HEK38ZSQ5XE,3,RS,Ursula,PP,Adobe,YES,Internal,Site,2.52,07/20/2019,338,1166572,,Completed,,,
34928,In review,Fluke115,SDA30HCI8PX,3,RSE,Leonard,PP,Macromedia,NO,Internal,Site,7.29,07/20/2019,339,1134928,,Completed,,,
25701,Approved,Ionizer Gun,GBI71KMA5BD,3,HS,Clinton,PP,Sibelius,YES,External,Site,4.84,07/21/2019,340,1125701,,Completed,,,
78549,Approved,Tenma DMM,HHD39KIP2OW,12,HS,Nathaniel,Keysight,Yahoo,NO,External,In-site,1.63,07/21/2019,341,1178549,,Completed,,,
73581,Approved,Fluke117,IJE61XTO6AR,3,SS,Nathan,Honeywell,Finale,NO,Internal,Site,6.63,07/21/2019,342,1173581,,Completed,,,
22263,In review,Fluke117,OZB66IKM4YM,6,SS,Raphael,Keysight,Adobe,NO,External,In-site,1.07,07/21/2019,343,1122263,,Completed,,,
52305,Completed,Tenma DMM,KAA91SES8SV,3,HS,Scarlet,Keysight,Adobe,YES,External,In-site,0.32,07/21/2019,344,1152305,,Completed,,,
63803,Completed,Data Switch,GHD07YOM3CN,12,ISL,Fritz,Dell,Lycos,YES,Internal,Site,6.06,07/21/2019,345,1163803,,Completed,,,
10677,Approved,DC Power Supply,OTE42WXZ3FT,3,HS,Paula,PP,Google,NO,External,Site,3.99,07/21/2019,346,1110677,,Completed,,,
